revenue_id,client_id,client_name,project_id,project_name,invoice_id,contract_id,revenue_period,revenue_date,revenue_amount,currency,revenue_type,revenue_stream,monthly_recurring_revenue_mrr,annual_recurring_revenue_arr,gross_revenue,net_revenue,tax_amount,profit_margin,recognition_date,payment_status,outstanding_amount,collection_days,revenue_growth_percentage,revenue_band,forecast_revenue,upsell_revenue,country,billing_frequency
REV00188,CLT015,Freeman LLC,PRJ020,Iterate Scalable Vortals,INV00188,CON011,Jun-25,22-06-2025,352502,USD,Deferred,Recurring,29375.17,352502,352502,289051.64,63450.36,18.59,27-06-2025,Overdue,62719,88,-14.98,Low,386776,144670,UK,Annual
REV00189,CLT026,"Schwartz, Hall and Phelps",PRJ019,Syndicate Mission-Critical Action-Items,INV00189,CON001,Jan-26,31-01-2026,2240328,INR,Deferred,One-time,186694,2240328,2240328,1837068.96,403259.04,41.23,05-02-2026,Pending,426911,69,-8.61,High,2400994,154272,Australia,Annual
REV00190,CLT005,Silva PLC,PRJ013,Deliver Viral Info-Mediaries,INV00190,CON041,Oct-25,03-10-2025,1898700,SGD,Recognized,One-time,158225,1898700,1898700,1556934,341766,5.63,08-10-2025,Paid,735236,34,33.01,Medium,2228556,185124,USA,Monthly
REV00191,CLT012,Kelly-West,PRJ007,Enhance Collaborative Relationships,INV00191,CON032,Jul-25,22-07-2025,1724924,SGD,Recognized,Recurring,143743.67,1724924,1724924,1414437.68,310486.32,33.81,27-07-2025,Partial,253814,116,0.92,Medium,1929779,437749,USA,Monthly
REV00192,CLT037,Austin-Carrillo,PRJ009,Visualize Impactful Partnerships,INV00192,CON032,Mar-26,10-03-2026,1584040,USD,Recognized,One-time,132003.33,1584040,1584040,1298912.8,285127.2,9.96,15-03-2026,Overdue,293880,55,-1.67,Medium,1937280,28389,Australia,Quarterly
REV00193,CLT040,"Boyer, Rogers and Bray",PRJ009,Productize Enterprise Initiatives,INV00193,CON012,Jul-25,18-07-2025,4651683,USD,Recognized,One-time,387640.25,4651683,4651683,3814380.06,837302.94,36.77,23-07-2025,Partial,497316,39,13.28,High,5739828,191849,UK,Annual
REV00194,CLT028,Evans Group,PRJ013,Integrate Cross-Platform Schemas,INV00194,CON013,Dec-25,29-12-2025,1273425,USD,Accrued,One-time,106118.75,1273425,1273425,1044208.5,229216.5,11.05,03-01-2026,Overdue,502869,99,-6.03,Medium,1644883,92593,Singapore,Quarterly
REV00195,CLT029,"Mason, Mitchell and Daniels",PRJ011,Target Interactive Vortals,INV00195,CON017,Jul-25,26-07-2025,3077968,INR,Accrued,Recurring,256497.33,3077968,3077968,2523933.76,554034.24,21.28,31-07-2025,Overdue,1175139,76,40.91,High,3469837,10399,USA,Annual
REV00196,CLT006,Livingston Inc,PRJ013,Iterate 24/365 E-Business,INV00196,CON040,Aug-25,05-08-2025,2453533,USD,Accrued,One-time,204461.08,2453533,2453533,2011897.06,441635.94,27.05,10-08-2025,Pending,662398,23,37.1,High,3047715,486836,Australia,Monthly
REV00197,CLT024,"Jarvis, Edwards and Castro",PRJ019,Extend Viral Relationships,INV00197,CON034,Dec-25,10-12-2025,3827295,SGD,Recognized,Recurring,318941.25,3827295,3827295,3138381.9,688913.1,23.56,15-12-2025,Pending,350891,28,36.25,High,4162229,123012,India,Quarterly
REV00198,CLT006,Phillips LLC,PRJ013,Deploy Seamless Architectures,INV00198,CON020,Jan-26,24-01-2026,1973977,INR,Accrued,One-time,164498.08,1973977,1973977,1618661.14,355315.86,35.19,29-01-2026,Partial,773422,41,11.59,Medium,2147535,276164,India,Quarterly
REV00199,CLT037,Smith Group,PRJ014,Re-Intermediate Cutting-Edge E-Commerce,INV00199,CON034,Apr-26,12-04-2026,4527705,USD,Deferred,Recurring,377308.75,4527705,4527705,3712718.1,814986.9,33.73,17-04-2026,Pending,728064,66,17.38,High,5847134,231662,UK,Quarterly
REV00200,CLT019,"Tanner, Thompson and Thomas",PRJ020,Whiteboard Revolutionary Solutions,INV00200,CON015,Dec-25,01-12-2025,110548,INR,Deferred,Recurring,9212.33,110548,110548,90649.36,19898.64,11.59,06-12-2025,Partial,24487,29,9.7,Low,134665,206963,UK,Quarterly
REV00201,CLT009,"Hinton, Taylor and Thompson",PRJ010,Streamline Turn-Key Interfaces,INV00201,CON008,Aug-25,02-08-2025,3869694,INR,Accrued,Recurring,322474.5,3869694,3869694,3173149.08,696544.92,10.39,07-08-2025,Paid,949521,39,27.03,High,4634340,168109,India,Monthly
REV00202,CLT022,Williams PLC,PRJ014,Integrate Bleeding-Edge Interfaces,INV00202,CON020,Feb-26,11-02-2026,4230846,INR,Deferred,Recurring,352570.5,4230846,4230846,3469293.72,761552.28,28.77,16-02-2026,Partial,972416,94,32.49,High,4861557,442261,USA,Annual
REV00203,CLT003,Rogers Ltd,PRJ007,Transition Back-End Technologies,INV00203,CON030,Apr-26,30-04-2026,838196,INR,Accrued,Recurring,69849.67,838196,838196,687320.72,150875.28,11.47,05-05-2026,Pending,109286,65,8.35,Medium,1121811,490846,India,Quarterly
REV00204,CLT011,"Reed, Davis and Patel",PRJ009,Aggregate Ubiquitous Bandwidth,INV00204,CON038,May-26,21-05-2026,1053693,SGD,Recognized,One-time,87807.75,1053693,1053693,864028.26,189664.74,27.2,26-05-2026,Overdue,413738,36,-14.46,Medium,1119652,410766,Australia,Monthly
REV00205,CLT007,"Collins, Gordon and Wood",PRJ005,Synthesize 24/365 Experiences,INV00205,CON032,Dec-25,28-12-2025,2001816,SGD,Recognized,One-time,166818,2001816,2001816,1641489.12,360326.88,30.99,02-01-2026,Overdue,585472,105,23.68,High,2310486,467557,Singapore,Quarterly
REV00206,CLT035,Juarez and Sons,PRJ012,Engage Synergistic Convergence,INV00206,CON021,Apr-26,25-04-2026,3979179,USD,Accrued,One-time,331598.25,3979179,3979179,3262926.78,716252.22,33.52,30-04-2026,Overdue,1255522,115,18.27,High,4260359,81277,USA,Quarterly
REV00207,CLT025,Page and Sons,PRJ007,Drive Best-Of-Breed Users,INV00207,CON034,Aug-25,13-08-2025,4223744,INR,Accrued,Recurring,351978.67,4223744,4223744,3463470.08,760273.92,4.85,18-08-2025,Pending,1156511,24,21.78,High,4843705,336018,India,Monthly
REV00208,CLT032,"Williamson, Moore and Delgado",PRJ017,Redefine 24/365 Niches,INV00208,CON040,Dec-25,22-12-2025,2196968,SGD,Recognized,One-time,183080.67,2196968,2196968,1801513.76,395454.24,48.36,27-12-2025,Partial,384150,33,21.36,High,2353528,487698,UK,Annual
REV00209,CLT014,Lane-King,PRJ017,Transform End-To-End Vortals,INV00209,CON007,Nov-25,06-11-2025,899137,SGD,Deferred,Recurring,74928.08,899137,899137,737292.34,161844.66,34.79,11-11-2025,Partial,278743,54,-3.63,Medium,1086029,130423,Australia,Annual
REV00210,CLT011,"Lindsey, Brown and Higgins",PRJ018,Syndicate Open-Source Users,INV00210,CON039,Aug-25,16-08-2025,3766255,SGD,Accrued,One-time,313854.58,3766255,3766255,3088329.1,677925.9,27.29,21-08-2025,Overdue,660927,75,44.49,High,4321386,194888,UK,Annual
REV00211,CLT003,Leblanc-Miller,PRJ010,Implement Value-Added Content,INV00211,CON039,Aug-25,05-08-2025,186754,USD,Accrued,One-time,15562.83,186754,186754,153138.28,33615.72,6.92,10-08-2025,Partial,17705,118,3.11,Low,212918,116332,India,Annual
REV00212,CLT015,"Medina, Anderson and Hart",PRJ009,Deliver Magnetic Bandwidth,INV00212,CON052,Aug-25,19-08-2025,2569119,USD,Deferred,Recurring,214093.25,2569119,2569119,2106677.58,462441.42,46.65,24-08-2025,Pending,598199,56,19.14,High,2865161,40475,Singapore,Annual
REV00213,CLT039,Navarro Ltd,PRJ001,Generate 24/7 Functionalities,INV00213,CON041,Nov-25,08-11-2025,3258533,SGD,Recognized,Recurring,271544.42,3258533,3258533,2671997.06,586535.94,46.97,13-11-2025,Pending,639177,72,-12.53,High,3949273,78423,Singapore,Annual
REV00214,CLT004,Hernandez PLC,PRJ018,Morph Granular Portals,INV00214,CON026,Mar-26,16-03-2026,2252495,USD,Recognized,One-time,187707.92,2252495,2252495,1847045.9,405449.1,46.39,21-03-2026,Partial,417885,69,11.07,High,2836704,399524,Australia,Quarterly
REV00215,CLT027,Leblanc Ltd,PRJ014,Iterate Extensible Web-Readiness,INV00215,CON024,Mar-26,01-03-2026,2971818,USD,Deferred,Recurring,247651.5,2971818,2971818,2436890.76,534927.24,34.83,06-03-2026,Partial,672637,49,20.63,High,3141990,159812,Australia,Quarterly
REV00216,CLT022,English PLC,PRJ004,Drive Bleeding-Edge Web Services,INV00216,CON020,Mar-26,13-03-2026,3825390,SGD,Accrued,Recurring,318782.5,3825390,3825390,3136819.8,688570.2,19.72,18-03-2026,Pending,47706,47,-2.46,High,4634083,106850,UK,Annual
REV00217,CLT001,Johnson Inc,PRJ003,Reinvent Ubiquitous Users,INV00217,CON025,Nov-25,16-11-2025,2325916,INR,Accrued,Recurring,193826.33,2325916,2325916,1907251.12,418664.88,14.77,21-11-2025,Overdue,893473,89,6.61,High,2517495,153351,UK,Quarterly
REV00218,CLT034,"Adams, Hernandez and Randall",PRJ010,Matrix Viral E-Markets,INV00218,CON022,Oct-25,14-10-2025,4159854,INR,Deferred,Recurring,346654.5,4159854,4159854,3411080.28,748773.72,27.03,19-10-2025,Pending,1561100,25,-13.9,High,5221837,186320,Australia,Annual
REV00219,CLT040,"Mckay, Martin and Davis",PRJ008,Extend Best-Of-Breed Synergies,INV00219,CON027,May-26,11-05-2026,2066292,SGD,Recognized,Recurring,172191,2066292,2066292,1694359.44,371932.56,15.77,16-05-2026,Overdue,160169,59,43.23,High,2733540,172640,Singapore,Annual
REV00220,CLT005,Diaz Inc,PRJ018,Syndicate Wireless E-Markets,INV00220,CON035,Feb-26,02-02-2026,1043104,USD,Deferred,One-time,86925.33,1043104,1043104,855345.28,187758.72,39.93,07-02-2026,Pending,166512,112,37.78,Medium,1322785,401308,UK,Annual
REV00221,CLT015,Trujillo Group,PRJ001,Re-Contextualize Magnetic Niches,INV00221,CON023,Oct-25,05-10-2025,716688,INR,Deferred,One-time,59724,716688,716688,587684.16,129003.84,8.7,10-10-2025,Pending,70300,69,35.77,Medium,853309,340560,UK,Monthly
REV00222,CLT014,"Jones, Garza and Bolton",PRJ003,Iterate Intuitive E-Tailers,INV00222,CON012,Aug-25,12-08-2025,3734991,USD,Accrued,One-time,311249.25,3734991,3734991,3062692.62,672298.38,8.97,17-08-2025,Overdue,1027484,93,4.49,High,4434418,129385,India,Annual
REV00223,CLT003,"Hall, Ray and Parks",PRJ018,Synergize Real-Time Eyeballs,INV00223,CON025,Oct-25,26-10-2025,4379584,USD,Recognized,One-time,364965.33,4379584,4379584,3591258.88,788325.12,6.54,31-10-2025,Pending,1322565,11,-3.61,High,5176082,463679,UK,Quarterly
REV00224,CLT035,Obrien-Kelly,PRJ005,Envisioneer Open-Source Methodologies,INV00224,CON026,May-26,21-05-2026,3519186,USD,Deferred,One-time,293265.5,3519186,3519186,2885732.52,633453.48,27.71,26-05-2026,Partial,945576,8,-4.27,High,4318374,373625,India,Annual
REV00225,CLT033,Mcdaniel Ltd,PRJ020,Grow 24/7 Vortals,INV00225,CON011,Oct-25,24-10-2025,3226586,INR,Recognized,Recurring,268882.17,3226586,3226586,2645800.52,580785.48,7.6,29-10-2025,Partial,798190,10,31.1,High,4270953,296480,Singapore,Quarterly
REV00226,CLT030,Chavez-Thompson,PRJ016,Engage Granular Action-Items,INV00226,CON055,Nov-25,02-11-2025,4232914,USD,Deferred,Recurring,352742.83,4232914,4232914,3470989.48,761924.52,18.38,07-11-2025,Overdue,12059,82,37.96,High,4746635,308733,UK,Annual
REV00227,CLT003,Sullivan and Sons,PRJ005,Generate Next-Generation Bandwidth,INV00227,CON055,Oct-25,13-10-2025,322060,INR,Recognized,Recurring,26838.33,322060,322060,264089.2,57970.8,18.12,18-10-2025,Paid,75771,112,21.2,Low,370154,45981,UK,Annual
REV00228,CLT025,Hicks Inc,PRJ003,Evolve Web-Enabled Paradigms,INV00228,CON049,Jan-26,23-01-2026,3634652,USD,Deferred,Recurring,302887.67,3634652,3634652,2980414.64,654237.36,12.49,28-01-2026,Pending,136159,42,13.25,High,3949438,450577,Australia,Annual
REV00229,CLT028,Mitchell-Finley,PRJ020,Morph Best-Of-Breed Action-Items,INV00229,CON055,May-26,09-05-2026,2704898,USD,Accrued,Recurring,225408.17,2704898,2704898,2218016.36,486881.64,26.67,14-05-2026,Overdue,742084,21,21.86,High,3242953,382302,Singapore,Annual
REV00230,CLT014,Wheeler-Rodriguez,PRJ001,Strategize Impactful Initiatives,INV00230,CON041,Feb-26,10-02-2026,1737680,INR,Accrued,One-time,144806.67,1737680,1737680,1424897.6,312782.4,30.49,15-02-2026,Pending,266776,106,-10.93,Medium,1981103,288355,India,Quarterly
REV00231,CLT009,"Ellis, Flores and Harrison",PRJ016,Productize Innovative Action-Items,INV00231,CON010,Jun-25,17-06-2025,3913943,SGD,Accrued,One-time,326161.92,3913943,3913943,3209433.26,704509.74,16.13,22-06-2025,Paid,702775,64,32.04,High,4595696,389328,USA,Annual
REV00232,CLT035,"Velazquez, Williams and Escobar",PRJ006,Drive Dot-Com Models,INV00232,CON037,Feb-26,10-02-2026,3317918,SGD,Deferred,One-time,276493.17,3317918,3317918,2720692.76,597225.24,36.78,15-02-2026,Pending,1248207,19,36.88,High,4231878,369762,India,Monthly
REV00233,CLT003,Sweeney Group,PRJ007,Re-Intermediate Intuitive Schemas,INV00233,CON059,Nov-25,16-11-2025,826819,USD,Accrued,One-time,68901.58,826819,826819,677991.58,148827.42,16.9,21-11-2025,Partial,265286,8,32.94,Medium,1092630,80781,UK,Quarterly
REV00234,CLT003,Lam-Higgins,PRJ020,Seize Viral Niches,INV00234,CON056,Feb-26,13-02-2026,780445,INR,Deferred,Recurring,65037.08,780445,780445,639964.9,140480.1,23.92,18-02-2026,Pending,244777,118,-12.23,Medium,941351,345497,Australia,Quarterly
REV00235,CLT040,"Carter, Perez and Morris",PRJ018,Architect Integrated Methodologies,INV00235,CON033,Oct-25,02-10-2025,908786,SGD,Recognized,Recurring,75732.17,908786,908786,745204.52,163581.48,36.69,07-10-2025,Pending,284441,49,17.96,Medium,1028123,494549,Singapore,Quarterly
REV00236,CLT026,Carey-Meyer,PRJ006,Matrix Visionary Users,INV00236,CON046,Dec-25,20-12-2025,3789945,USD,Recognized,Recurring,315828.75,3789945,3789945,3107754.9,682190.1,9.63,25-12-2025,Paid,745798,44,4.94,High,4204732,397621,Australia,Annual
REV00237,CLT024,Brown Group,PRJ013,Extend Holistic Portals,INV00237,CON012,Mar-26,23-03-2026,2820991,USD,Deferred,One-time,235082.58,2820991,2820991,2313212.62,507778.38,21.78,28-03-2026,Overdue,950603,67,-13.18,High,3364314,184256,Singapore,Annual
REV00238,CLT030,Lawrence-Parks,PRJ013,Extend Back-End Initiatives,INV00238,CON038,Oct-25,04-10-2025,3518202,USD,Accrued,One-time,293183.5,3518202,3518202,2884925.64,633276.36,33.88,09-10-2025,Paid,1302068,36,17.88,High,4722016,201230,Singapore,Quarterly
REV00239,CLT021,Walker-Martinez,PRJ018,Implement Open-Source Platforms,INV00239,CON007,Apr-26,24-04-2026,3784744,USD,Accrued,Recurring,315395.33,3784744,3784744,3103490.08,681253.92,39.31,29-04-2026,Overdue,645997,56,-10.82,High,4097452,426805,UK,Monthly
REV00240,CLT013,"Diaz, Fleming and Martinez",PRJ007,Syndicate Leading-Edge E-Markets,INV00240,CON044,Jul-25,15-07-2025,2705814,SGD,Deferred,Recurring,225484.5,2705814,2705814,2218767.48,487046.52,22.89,20-07-2025,Paid,638687,60,28.07,High,3583946,46812,Australia,Quarterly
REV00241,CLT038,Moran-Ramirez,PRJ013,Generate B2C Functionalities,INV00241,CON041,Sep-25,29-09-2025,2718645,INR,Accrued,One-time,226553.75,2718645,2718645,2229288.9,489356.1,15.21,04-10-2025,Overdue,851512,53,11.11,High,3026843,90916,Singapore,Quarterly
REV00242,CLT006,Payne Ltd,PRJ005,Streamline Impactful Content,INV00242,CON042,Jul-25,17-07-2025,3538448,USD,Recognized,Recurring,294870.67,3538448,3538448,2901527.36,636920.64,18.26,22-07-2025,Overdue,1267580,59,22.39,High,4197725,222363,USA,Quarterly
REV00243,CLT037,Kidd Ltd,PRJ016,Facilitate Bleeding-Edge Schemas,INV00243,CON046,May-26,12-05-2026,3141861,USD,Recognized,Recurring,261821.75,3141861,3141861,2576326.02,565534.98,42.01,17-05-2026,Pending,1216911,66,42.7,High,3374418,382827,Australia,Monthly
REV00244,CLT030,"Murphy, Price and Carson",PRJ017,Enable Compelling Relationships,INV00244,CON058,Nov-25,04-11-2025,3986206,USD,Recognized,One-time,332183.83,3986206,3986206,3268688.92,717517.08,14.39,09-11-2025,Pending,1538920,47,10.26,High,5334238,418498,Singapore,Annual
REV00245,CLT005,Smith Inc,PRJ009,Brand Frictionless Supply-Chains,INV00245,CON017,Jun-25,28-06-2025,1161815,SGD,Accrued,One-time,96817.92,1161815,1161815,952688.3,209126.7,17.33,03-07-2025,Partial,147310,40,36.47,Medium,1224856,58484,Singapore,Quarterly
REV00246,CLT032,Pearson-Wilson,PRJ014,Exploit Strategic Users,INV00246,CON050,Oct-25,22-10-2025,3264237,INR,Recognized,Recurring,272019.75,3264237,3264237,2676674.34,587562.66,32.58,27-10-2025,Pending,923134,97,23.25,High,3633934,385016,USA,Monthly
REV00247,CLT010,Murphy-Kelley,PRJ017,Monetize One-To-One Partnerships,INV00247,CON056,Dec-25,31-12-2025,3696815,INR,Accrued,One-time,308067.92,3696815,3696815,3031388.3,665426.7,50.4,05-01-2026,Paid,605641,107,11.93,High,4634135,278005,Australia,Quarterly
REV00248,CLT016,Fuentes PLC,PRJ019,Drive Out-Of-The-Box Architectures,INV00248,CON050,Mar-26,09-03-2026,1685155,SGD,Recognized,Recurring,140429.58,1685155,1685155,1381827.1,303327.9,11.76,14-03-2026,Paid,353796,91,26.42,Medium,1860368,287106,India,Quarterly
REV00249,CLT006,Hughes Ltd,PRJ002,Whiteboard Viral Interfaces,INV00249,CON039,Aug-25,08-08-2025,1868857,USD,Recognized,Recurring,155738.08,1868857,1868857,1532462.74,336394.26,10.21,13-08-2025,Partial,669078,20,27.48,Medium,2029565,449021,Australia,Annual
REV00250,CLT011,Flores-Curtis,PRJ003,Envisioneer Next-Generation Systems,INV00250,CON018,Dec-25,12-12-2025,573343,INR,Recognized,One-time,47778.58,573343,573343,470141.26,103201.74,29.88,17-12-2025,Pending,101866,47,44.76,Medium,646427,426141,UK,Monthly
REV00251,CLT017,"Curtis, Pope and Arnold",PRJ004,Drive Cutting-Edge Eyeballs,INV00251,CON003,Dec-25,16-12-2025,661693,INR,Deferred,Recurring,55141.08,661693,661693,542588.26,119104.74,44.42,21-12-2025,Paid,131384,104,11.75,Medium,872742,78042,UK,Annual
REV00252,CLT005,Long PLC,PRJ018,Repurpose Best-Of-Breed Solutions,INV00252,CON015,Oct-25,08-10-2025,77744,USD,Deferred,Recurring,6478.67,77744,77744,63750.08,13993.92,31.46,13-10-2025,Pending,22585,109,31.79,Low,84458,280653,USA,Annual
REV00253,CLT013,Sanchez and Sons,PRJ010,Drive Front-End Info-Mediaries,INV00253,CON045,Jan-26,22-01-2026,3322435,SGD,Recognized,Recurring,276869.58,3322435,3322435,2724396.7,598038.3,43,27-01-2026,Overdue,1322499,93,6.56,High,3573141,331764,Singapore,Monthly
REV00254,CLT003,"Price, Gibson and Lin",PRJ011,Transform Clicks-And-Mortar E-Markets,INV00254,CON004,Sep-25,11-09-2025,2882988,SGD,Recognized,Recurring,240249,2882988,2882988,2364050.16,518937.84,47.42,16-09-2025,Overdue,850411,20,-2.3,High,3592649,274265,Australia,Monthly
REV00255,CLT020,Jones-Wright,PRJ004,Engineer Impactful Experiences,INV00255,CON030,Nov-25,13-11-2025,1481846,INR,Deferred,One-time,123487.17,1481846,1481846,1215113.72,266732.28,45.7,18-11-2025,Paid,111496,19,14.83,Medium,1911214,115643,UK,Quarterly
REV00256,CLT018,Johnson PLC,PRJ005,Aggregate Robust Schemas,INV00256,CON049,Jan-26,02-01-2026,3532566,INR,Accrued,One-time,294380.5,3532566,3532566,2896704.12,635861.88,39.05,07-01-2026,Paid,775793,75,-5.1,High,3967401,305128,India,Monthly
REV00257,CLT031,Green-Diaz,PRJ005,Incentivize World-Class Initiatives,INV00257,CON014,May-26,09-05-2026,1250307,SGD,Accrued,One-time,104192.25,1250307,1250307,1025251.74,225055.26,18.5,14-05-2026,Paid,142055,71,12.03,Medium,1402564,91513,Singapore,Annual
REV00258,CLT040,"Scott, Johnson and Martin",PRJ012,Disintermediate Integrated Web-Readiness,INV00258,CON056,Jul-25,14-07-2025,4577523,INR,Recognized,One-time,381460.25,4577523,4577523,3753568.86,823954.14,22.86,19-07-2025,Paid,459855,64,31.22,High,5711824,144927,India,Quarterly
REV00259,CLT030,Williams-Grant,PRJ002,Matrix Mission-Critical E-Services,INV00259,CON007,Apr-26,27-04-2026,490037,INR,Accrued,One-time,40836.42,490037,490037,401830.34,88206.66,16.16,02-05-2026,Paid,46107,25,32.13,Low,585848,60851,UK,Quarterly
REV00260,CLT013,Martinez Inc,PRJ013,Extend Cross-Media Eyeballs,INV00260,CON058,Nov-25,04-11-2025,1901053,SGD,Recognized,One-time,158421.08,1901053,1901053,1558863.46,342189.54,46.27,09-11-2025,Partial,493869,79,14.06,Medium,2503965,75990,UK,Quarterly
REV00261,CLT018,Mata-Thomas,PRJ005,Target Back-End E-Business,INV00261,CON008,Oct-25,04-10-2025,3955184,SGD,Recognized,Recurring,329598.67,3955184,3955184,3243250.88,711933.12,21.57,09-10-2025,Partial,877078,26,30.62,High,4413811,154749,Australia,Monthly
REV00262,CLT021,Wilson LLC,PRJ014,Integrate Virtual Networks,INV00262,CON038,Oct-25,13-10-2025,1915681,USD,Recognized,One-time,159640.08,1915681,1915681,1570858.42,344822.58,11.72,18-10-2025,Paid,156206,78,38.9,Medium,2251560,23186,Australia,Annual
REV00263,CLT027,"Spencer, Goodman and Carey",PRJ007,Visualize Extensible Bandwidth,INV00263,CON009,Aug-25,26-08-2025,3056524,INR,Accrued,Recurring,254710.33,3056524,3056524,2506349.68,550174.32,26.47,31-08-2025,Pending,501350,87,44.94,High,3223957,350767,UK,Quarterly
REV00264,CLT034,"Powell, Eaton and Stevens",PRJ002,Cultivate Plug-And-Play Methodologies,INV00264,CON019,Dec-25,13-12-2025,3622727,SGD,Accrued,Recurring,301893.92,3622727,3622727,2970636.14,652090.86,32.17,18-12-2025,Paid,1284508,74,19.51,High,4028993,358961,USA,Annual
REV00265,CLT005,Williams-Carr,PRJ018,Target Leading-Edge Partnerships,INV00265,CON046,Sep-25,29-09-2025,1767253,SGD,Deferred,One-time,147271.08,1767253,1767253,1449147.46,318105.54,41.2,04-10-2025,Partial,351199,35,17.38,Medium,2199720,386599,Singapore,Quarterly
REV00266,CLT035,Nielsen-Smith,PRJ018,Grow B2C Applications,INV00266,CON058,Apr-26,02-04-2026,2501691,INR,Recognized,Recurring,208474.25,2501691,2501691,2051386.62,450304.38,28.12,07-04-2026,Paid,651114,52,32.99,High,3336279,424041,UK,Quarterly
REV00267,CLT014,Farmer-Wolf,PRJ017,Revolutionize Bricks-And-Clicks E-Commerce,INV00267,CON041,Mar-26,25-03-2026,240339,USD,Deferred,Recurring,20028.25,240339,240339,197077.98,43261.02,31.72,30-03-2026,Overdue,54596,92,17.49,Low,261875,181770,India,Monthly
REV00268,CLT036,"Love, Woods and Chan",PRJ015,Monetize Scalable Partnerships,INV00268,CON030,Oct-25,06-10-2025,2600827,USD,Deferred,Recurring,216735.58,2600827,2600827,2132678.14,468148.86,23.33,11-10-2025,Partial,138364,119,32.36,High,2864865,136318,USA,Monthly
REV00269,CLT010,Martinez-Patel,PRJ006,Brand Cutting-Edge Paradigms,INV00269,CON016,May-26,24-05-2026,1030773,SGD,Accrued,One-time,85897.75,1030773,1030773,845233.86,185539.14,48.67,29-05-2026,Partial,166003,78,-7.41,Medium,1162837,96729,India,Quarterly
REV00270,CLT021,Bradley Group,PRJ005,Repurpose Robust Metrics,INV00270,CON001,Oct-25,21-10-2025,4631401,SGD,Deferred,Recurring,385950.08,4631401,4631401,3797748.82,833652.18,23.2,26-10-2025,Partial,694745,87,27.33,High,5521432,151952,UK,Annual
REV00271,CLT013,Daniel-Fowler,PRJ019,Streamline B2B Architectures,INV00271,CON034,Feb-26,15-02-2026,1913477,SGD,Recognized,One-time,159456.42,1913477,1913477,1569051.14,344425.86,32.65,20-02-2026,Paid,205222,7,-9.98,Medium,2496772,354976,UK,Quarterly
REV00272,CLT024,Smith PLC,PRJ001,Facilitate B2C Functionalities,INV00272,CON019,Mar-26,01-03-2026,2943400,SGD,Deferred,One-time,245283.33,2943400,2943400,2413588,529812,20.69,06-03-2026,Overdue,646101,62,37.46,High,3167921,381604,UK,Monthly
REV00273,CLT006,"Anthony, Strickland and Santos",PRJ001,Revolutionize Mission-Critical Experiences,INV00273,CON027,Oct-25,01-10-2025,2342848,INR,Deferred,One-time,195237.33,2342848,2342848,1921135.36,421712.64,28.59,06-10-2025,Partial,183388,76,12.73,High,2859152,479656,Singapore,Annual
REV00274,CLT031,Davidson-Espinoza,PRJ004,Deploy Customized Deliverables,INV00274,CON042,Jan-26,21-01-2026,2463310,USD,Recognized,One-time,205275.83,2463310,2463310,2019914.2,443395.8,29.56,26-01-2026,Paid,188085,67,39.41,High,3062967,14912,UK,Annual
REV00275,CLT017,Wilson PLC,PRJ006,Utilize Bricks-And-Clicks Technologies,INV00275,CON038,Nov-25,18-11-2025,540820,USD,Deferred,One-time,45068.33,540820,540820,443472.4,97347.6,42.58,23-11-2025,Paid,83802,64,37.7,Medium,589844,85620,USA,Monthly
REV00276,CLT021,White-Vasquez,PRJ011,Incubate Distributed Web Services,INV00276,CON053,Oct-25,01-10-2025,2575577,INR,Recognized,One-time,214631.42,2575577,2575577,2111973.14,463603.86,37.74,06-10-2025,Pending,718739,94,26.3,High,2778403,304111,India,Quarterly
REV00277,CLT035,Thompson PLC,PRJ018,Deploy Leading-Edge Web-Readiness,INV00277,CON045,Dec-25,23-12-2025,1006022,USD,Accrued,One-time,83835.17,1006022,1006022,824938.04,181083.96,24.7,28-12-2025,Overdue,241430,14,-8.01,Medium,1095929,9111,USA,Monthly
REV00278,CLT015,"Perez, Sharp and Hall",PRJ010,Utilize Integrated E-Business,INV00278,CON009,Nov-25,21-11-2025,1810273,USD,Recognized,Recurring,150856.08,1810273,1810273,1484423.86,325849.14,42.02,26-11-2025,Paid,82423,59,26.45,Medium,2326579,40755,UK,Monthly
REV00279,CLT007,Cooper LLC,PRJ004,Harness Global Bandwidth,INV00279,CON059,Apr-26,09-04-2026,1773030,SGD,Deferred,Recurring,147752.5,1773030,1773030,1453884.6,319145.4,8.84,14-04-2026,Pending,209740,28,25.24,Medium,1877244,76313,USA,Annual
REV00280,CLT007,"Rodgers, Beck and Nelson",PRJ007,Disintermediate World-Class Methodologies,INV00280,CON059,Aug-25,31-08-2025,4279496,INR,Deferred,One-time,356624.67,4279496,4279496,3509186.72,770309.28,8.92,05-09-2025,Paid,995550,51,26.89,High,4731144,353121,USA,Monthly
REV00281,CLT024,Gonzalez LLC,PRJ010,Innovate Global Technologies,INV00281,CON036,Nov-25,18-11-2025,390649,SGD,Recognized,One-time,32554.08,390649,390649,320332.18,70316.82,44.49,23-11-2025,Pending,86013,68,-8.06,Low,443419,314777,UK,Quarterly
